provider_name,website_url,domain,directory_source,directory_detail_url,source_url,address,phone,email,confidence,notes
"Logopediepraktijk Spraakplein, locatie OBS de Zuidwalschool",https://logopediespraakplein.nl/,logopediespraakplein.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/logopediepraktijk-logopediepraktijk-spraakplein-locatie-obs-de-zuidwalschool-den-haag-10004497,https://logopediespraakplein.nl/locatie/,der Leeuwlaan 10 2624 LD Delft,,,0.40,No central phone number detected. | No central email address detected.
Logopediepraktijk Taki,http://www.logopediepraktijktaki.nl,logopediepraktijktaki.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/logopediepraktijk-logopediepraktijk-taki-den-haag-10013230,http://logopediepraktijktaki.nl,"Waldhoornlaan 208, 4876 BH Etten-Leur - Jacob Catslaan",,,0.40,No central phone number detected. | No central email address detected.
Logopediepraktijk Valkenbos,http://www.logopediedenhaag.nl,logopediedenhaag.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/logopediepraktijk-logopediepraktijk-valkenbos-den-haag-3001718,http://logopediedenhaag.nl,Outboundmedia Stroomwal 20 1967 JK Heemskerk,,,0.40,No central phone number detected. | No central email address detected.
"Logopedie, zang en presentatiecoaching",http://www.logopediechrisgroen.nl,logopediechrisgroen.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/logopediepraktijk-logopedie-zang-en-presentatiecoaching-den-haag-3001800,,,,,0.00,No HTML pages were fetched.
Loopbaan-Fit,https://www.loopbaan-fit.nl/,loopbaan-fit.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-loopbaan-fit-den-haag-10014640,,,,,0.00,No HTML pages were fetched.
Lotus Verloskundige Zorg,https://www.lotusverloskundigezorg.nl/,lotusverloskundigezorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/verloskundepraktijk-lotus-verloskundige-zorg-den-haag-10018117,https://lotusverloskundigezorg.nl,"undigen Den Haag - 070-2143827 Laan van Meerdervoort 708-A, 2564AM Den Haag - Nederland - Volg mij ook op Faceboo k",+31624285383,,0.70,No central email address detected.
Loyal Zorg,https://www.loyalzorg.nl,loyalzorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-loyal-zorg-den-haag-10026474,https://loyalzorg.nl,"Verrijn Stuartlaan 17, 2288 EK Rijswijk",+31621365007,info@loyalzorg.nl,1.00,
Malasha,https://MalashaBeauty,malashabeauty,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-malasha-den-haag-10089121,,,,,0.00,No HTML pages were fetched.
Mama I Dziecko,https://kraamzorgmamaidziecko.nl/nl/,kraamzorgmamaidziecko.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/kraamzorg-mama-i-dziecko-den-haag-10015466,,,,,0.00,No HTML pages were fetched.
MamaVitaal,https://www.mamavitaal.nl/,mamavitaal.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-mamavitaal-den-haag-10007684,https://mamavitaal.nl,Thorbeckelaan 20 2564 BP Den Haag,,info@mamavitaal.nl,0.70,No central phone number detected.
"Marijke Siegmund, Kinderfysiotherapie en Ademtraining, locatie Gezond aan Zee",http://www.kinderfysio-denhaag-marijkesiegmund.com,kinderfysio-denhaag-marijkesiegmund.com,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-marijke-siegmund-kinderfysiotherapie-en-ademtraining-locatie-gezond-aan-zee-den-haag-3048470,http://kinderfysio-denhaag-marijkesiegmund.com/contact-eng,2584 HX The Hague,+31610906076,,0.70,No central email address detected.
"Marjolein van der Hoeden, mondhygiëniste",http://www.verzorgdemond.nl,verzorgdemond.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/mondhygienistenpraktijk-marjolein-van-der-hoeden-mondhygieniste-den-haag-3053792,http://verzorgdemond.nl,Bezuidenhoutseweg 474 2594 BG DEN HAAG Tel.,0703834331,info@verzorgdemond.nl,1.00,
Marshall Smith Syndroom Research Foundation,http://www.marshallsmith.org,marshallsmith.org,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/patientenorganisatie-marshall-smith-syndroom-research-foundation-den-haag-3028513,http://marshallsmith.org/en/contact,Oeverbiesstraat 20 NL-2548WP The Hague The Netherlands,0140351159,info@marshallsmith.org,1.00,
Masters in Vitaliteit,https://mastersinvitaliteit.nl/,mastersinvitaliteit.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/arbo-en-reintegratiebedrijf-masters-in-vitaliteit-den-haag-10020643,https://mastersinvitaliteit.nl/arts-op-locatie/,ILSY-Plantsoen 5 2497 GA Den Haag Nederland,0851309218,n.hoette@mastersinvitaliteit.nl,1.00,
"Max Tandartsen, locatie Den Haag",https://www.maxtandartsen.nl/,maxtandartsen.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-max-tandartsen-locatie-den-haag-den-haag-10019688,https://maxtandartsen.nl,van Rijweg 62 2713JA Zoetermeer Tel,0252026,info@maxtandartsen.nl,1.00,
Maya's Health Care,https://mayaangoelal.com,mayaangoelal.com,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/artsenpraktijk-voor-alternatieve-geneeskunde-maya-s-health-care-den-haag-10088277,https://mayaangoelal.com,"Laan van Meerdervoort 420, 2563 BD Den Haag Nederland",,,0.40,No central phone number detected. | No central email address detected.
MCB Medisch Centrum Balans,https://mcbalans.nl,mcbalans.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/artsenpraktijk-voor-alternatieve-geneeskunde-mcb-medisch-centrum-balans-den-haag-10089617,https://mcbalans.nl,Balans Stationsweg 23 2515 BG Den Haag,0703888111,info@mcbalans.nl,1.00,
"MDM Logopedie, locatie Frankenslag",https://www.mdmlogopedie.nl/,mdmlogopedie.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/logopediepraktijk-mdm-logopedie-locatie-frankenslag-den-haag-10014090,https://www.mdmlogopedie.nl/contact,2582 HX Den Haag,,info@mdmlogopedie.nl,0.70,No central phone number detected.
Medicadermis,https://www.medicadermis.nl,medicadermis.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huidtherapiepraktijk-medicadermis-den-haag-10082401,https://medicadermis.nl,"Contact: MEDICADERMIS • adres: Nieuwe Uitleg 36, 2514 BR Den Haag • tel: 070 205 02 76• email: info@medicadermis.nl",0702050276,info@medicadermis.nl,1.00,
"Medicor Gezondheidszorg, Diëtetiek",https://www.dietistmedicor.nl/,dietistmedicor.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-medicor-gezondheidszorg-dietetiek-den-haag-10015802,https://dietistmedicor.nl,"de Breitnerlaan 243-245, 2596 GZ in Den Haag.",0702011148,info@dietistmedicor.nl,1.00,
"Medisch Back Neck Centrum, praktijk voor orthomanuele geneeskunde",https://www.backneck.nl,backneck.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/artsenpraktijk-voor-alternatieve-geneeskunde-medisch-back-neck-centrum-praktijk-voor-orthomanuele-geneeskunde-den-haag-3020625,,,,,0.00,No HTML pages were fetched.
"Medisch Centrum Loudon, Huisartsenpraktijk van der Zwan/ter Haar",http://medischcentrumlandscheiding.nl/,medischcentrumlandscheiding.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huisartsenpraktijk-medisch-centrum-loudon-huisartsenpraktijk-van-der-zwan-ter-haar-den-haag-3061246,,,,,0.00,No HTML pages were fetched.
"Medische Praktijk J.C. van Beek, locatie Den Haag",http://www.praktijkvanbeek.nl,praktijkvanbeek.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/artsenpraktijk-voor-alternatieve-geneeskunde-medische-praktijk-j-c-van-beek-locatie-den-haag-den-haag-3031004,,,,,0.00,No HTML pages were fetched.
Medisch Pedicure & Beauty bij Chantal,https://bychan.salonized.com,bychan.salonized.com,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-medisch-pedicure-beauty-bij-chantal-den-haag-10083180,https://bychan.salonized.com,Molenbrink 61 2553GM Den Haag 0629431997 info@bychan.nl,+31629431997,,0.70,No central email address detected.
Medisch Pedicure Wijnbergen & Verhoog - ’s-Gravenzande,https://www.medischpedicurewijnbergenenverhoog.nl,medischpedicurewijnbergenenverhoog.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-medisch-pedicure-wijnbergen-verhoog-s-gravenzande-den-haag-10081715,https://medischpedicurewijnbergenenverhoog.nl,Medisch Pedicure Wijnbergen & Verhoog Marktplein 5 2691 BV 's-Gravenzande,+31658012555,info@medischpedicurewijnbergenenverhoog.nl,1.00,
Medi Skin Care Den Haag,https://mediskincare.nl/,mediskincare.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huidtherapiepraktijk-medi-skin-care-den-haag-den-haag-10003752,https://mediskincare.nl,Centrum Hessenweg 192 3731 JN De Bilt,0302203600,info@mediskincare.nl,1.00,
Medizorg Haaglanden,https://www.medizorghaaglanden.nl/,medizorghaaglanden.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-medizorg-haaglanden-den-haag-10084698,https://medizorghaaglanden.nl,"Badhuisstraat 127 2584 HG, Den Haag",0852399600,info@medizorghaaglanden.nl,1.00,
Meer in Zorg,https://www.meerinzorg.nl/,meerinzorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-meer-in-zorg-den-haag-10013649,,,,,0.00,No HTML pages were fetched.
"Metodiq, locatie Den Haag",https://metodiq.nl/,metodiq.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-metodiq-locatie-den-haag-den-haag-10023683,https://metodiq.nl/contact/,Vasteland 22 3011 BL Rotterdam,0104113004,fysiotherapie@metodiq.nl,1.00,
"MH Psychologen, locatie Den Haag",http://www.mhpsychologen.nl,mhpsychologen.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-mh-psychologen-locatie-den-haag-den-haag-3061017,,,,,0.00,No HTML pages were fetched.
Middel Particuliere Zorgmanager,http://www.middel-zorg.nl,middel-zorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-middel-particuliere-zorgmanager-den-haag-10024948,,,,,0.00,No HTML pages were fetched.
Mijn Diëtist,http://www.mijndietist.nl,mijndietist.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-mijn-dietist-den-haag-3019752,https://www.mijndietist.nl/contact/,Frankenslag 160 2582 HX ’S-GRAVENHAGE,,info@mijndietist.nl,0.70,No central phone number detected.
"MijnVoedingscoach, Vissershavenweg",http://www.mijnvoedingscoach.nl,mijnvoedingscoach.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-mijnvoedingscoach-vissershavenweg-den-haag-3030479,https://www.mijnvoedingscoach.nl/contact/,Vissershavenweg 63 2583 DL Den Haag,+31639825245,,0.70,No central email address detected.
Mimi Thuiszorg,https://www.thuiszorgmimi.nl,thuiszorgmimi.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-mimi-thuiszorg-den-haag-10090318,,,,,0.00,No HTML pages were fetched.
MITA Zorg,http://www.mitazorgbv.nl,mitazorgbv.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-mita-zorg-den-haag-3059702,,,,,0.00,No HTML pages were fetched.
MIX Diëtisten - in apotheek Pillen en Praten,http://www.mixdietisten.nl,mixdietisten.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/dietistenpraktijk-mix-dietisten-in-apotheek-pillen-en-praten-den-haag-10000005,https://www.mixdietisten.nl/contact/,,0702288088,info@mixdietisten.nl,0.60,No postal address detected.
M.K. Dental,https://www.mkdental.nl/,mkdental.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-m-k-dental-den-haag-10015250,https://mkdental.nl,"M.K. Dental | Jonckbloetplein, 60 | 2523AT Den Haag | 0704066520",0704066520,,0.70,No central email address detected.
Mondhygiënepraktijk Bouma en Van Weel,http://www.boumavanweel.nl,boumavanweel.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/mondhygienistenpraktijk-mondhygienepraktijk-bouma-en-van-weel-den-haag-3043051,,,,,0.00,No HTML pages were fetched.
Mondhygiënepraktijk Voois,http://www.mondhygienistvoois.nl,mondhygienistvoois.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/mondhygienistenpraktijk-mondhygienepraktijk-voois-den-haag-3048164,http://mondhygienistvoois.nl,Adres: Laan van Wateringse Veld 855 2548 BP Den Haag,,info@mondhygienistvoois.nl,0.70,No central phone number detected.
Mondhygiënistenpraktijk Statenkwartier,http://www.mondhygienistenpraktijk.nl,mondhygienistenpraktijk.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/mondhygienistenpraktijk-mondhygienistenpraktijk-statenkwartier-den-haag-3046496,http://mondhygienistenpraktijk.nl,Van Bleiswijkstraat 166-168 2582 LJ Den Haag T,09008602,info@mondhygienistenpraktijk.nl,1.00,
Mondhygiënistepraktijk voor kinderen Lisette van der Harst-de Kraa,http://www.mondhygieniste.org,mondhygieniste.org,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/mondhygienistenpraktijk-mondhygienistepraktijk-voor-kinderen-lisette-van-der-harst-de-kraa-den-haag-3053790,,,,,0.00,No HTML pages were fetched.
Mondzorgcentrum Leidschenveen,https://www.mzcleidschenveen.nl,mzcleidschenveen.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/tandartsenpraktijk-mondzorgcentrum-leidschenveen-den-haag-3036220,https://mzcleidschenveen.nl,"Mosselsingel 1 , 2492TB Den Haag",0703012000,info@mzcleidschenveen.nl,1.00,
Mondzorg de Vlinder,www.mondzorgdevlinder.nl,mondzorgdevlinder.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/mondhygienistenpraktijk-mondzorg-de-vlinder-den-haag-10083831,https://mondzorgdevlinder.nl,"Vuurvlinderlaan 100, 2496 XL Den Haag",07020204202607,info@mondzorgdevlinder.nl,1.00,
Mondzorgkunde Praktijk S.J. Kreeft,http://www.sweelinckplein.tandartsennet.nl,sweelinckplein.tandartsennet.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/mondhygienistenpraktijk-mondzorgkunde-praktijk-s-j-kreeft-den-haag-3051797,,,,,0.00,No HTML pages were fetched.
Monique Rietkerken,https://www.moniquerietkerken.nl,moniquerietkerken.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-monique-rietkerken-den-haag-10036954,https://moniquerietkerken.nl,Monique Rietkerken Aaltje Noordewierstraat 142 2551 GC 'S-GRAVENHAGE,0703913499,,0.70,No central email address detected.
Mourits Huidtherapie,https://mouritshuidtherapie.nl,mouritshuidtherapie.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/huidtherapiepraktijk-mourits-huidtherapie-den-haag-10006394,https://mouritshuidtherapie.nl,Mourits Huidtherapie Den Haag Laan van Meerdervoort 434 2563 BE Den Haag,0850190155,info@mouritshuidtherapie.nl,1.00,
Multi-Care,https://www.multi-care.net/,multi-care.net,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-multi-care-den-haag-10020074,,,,,0.00,No HTML pages were fetched.
Nancy's Medisch Pedicure Salon,https://www.nancy-pedicure-voetmassagesalon.nl,nancy-pedicure-voetmassagesalon.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-nancy-s-medisch-pedicure-salon-den-haag-10061254,,,,,0.00,No HTML pages were fetched.
"Nataliya Redina, locatie Den Haag",https://nataliyaredina.com/,nataliyaredina.com,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-nataliya-redina-locatie-den-haag-den-haag-10090584,https://nataliyaredina.com,"Office in Haarlem: Wagenweg 252, 2012 NL",,,0.40,No central phone number detected. | No central email address detected.
NeAZorg,https://neazorg.nl/,neazorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-neazorg-den-haag-10020221,https://neazorg.nl,,,info@neazorg.nl,0.30,No postal address detected. | No central phone number detected.
Nederlandse Patientenvereniging voor Acupunctuur,http://www.npva.nl,npva.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/patientenorganisatie-nederlandse-patientenvereniging-voor-acupunctuur-den-haag-3033281,http://npva.nl/webform/contact,Nederlandse Patiëntenvereniging voor Acupunctuur Rijsbes 45 2498 AN Den Haag,,,0.40,No central phone number detected. | No central email address detected.
Nee-eten!,http://www.nee-eten.nl,nee-eten.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/patientenorganisatie-nee-eten-den-haag-19907,,,,,0.00,No HTML pages were fetched.
"Nella Weijling, Psycholoog & Coach",http://www.nellaweijling.nl/,nellaweijling.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-nella-weijling-psycholoog-coach-den-haag-10013437,http://nellaweijling.nl/contact.html,Regulusweg 11 2516AC Den Haag,+31628571082,,0.70,No central email address detected.
Neurofibromatose Vereniging Nederland,http://www.neurofibromatose.nl,neurofibromatose.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/patientenorganisatie-neurofibromatose-vereniging-nederland-den-haag-17638,,,,,0.00,No HTML pages were fetched.
Nieuwe Koers Psychiatrie,https://nieuwekoerspsychiatrie.nl,nieuwekoerspsychiatrie.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychiatriepraktijk-nieuwe-koers-psychiatrie-den-haag-10085882,https://nieuwekoerspsychiatrie.nl/contact/,"Postadres: Oder 20 Box A177 2491DC, Den Haag",,info@nieuwekoerspsychiatrie.nl,0.70,No central phone number detected.
Nieuw Leven Kraamzorg,https://nieuwlevenkraamzorg.nl,nieuwlevenkraamzorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/kraamzorg-nieuw-leven-kraamzorg-den-haag-3057724,,,,,0.00,No HTML pages were fetched.
NIFP Zuid-Holland,https://www.nifp.nl,nifp.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/forensisch-centrum-nifp-zuid-holland-den-haag-35868,,,,,0.00,No HTML pages were fetched.
Nova Vita Zorg,https://novavitazorg.nl,novavitazorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-nova-vita-zorg-den-haag-10089532,https://novavitazorg.nl,,,info@novavitazorg.nl,0.30,No postal address detected. | No central phone number detected.
"Nunspeetlaan, Centrum voor Fysiotherapie",http://www.fysiotherapienunspeetlaan.nl,fysiotherapienunspeetlaan.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-nunspeetlaan-centrum-voor-fysiotherapie-den-haag-193596,,,,,0.00,No HTML pages were fetched.
NVHO,www.nvho.nl,nvho.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-nvho-den-haag-10012011,,,,,0.00,No HTML pages were fetched.
oceanside addiction care,https://oceansideac.nl,oceansideac.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/verslavingszorg-oceanside-addiction-care-den-haag-10026773,,,,,0.00,No HTML pages were fetched.
Oefentherapie Berestein,http://www.oefentherapieberestein.nl,oefentherapieberestein.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/oefentherapiepraktijk-oefentherapie-berestein-den-haag-3004868,https://www.oefentherapieberestein.nl/contact/,"Beresteinlaan 4, 2542 KA Den haag",,info@oefentherapieberestein.nl,0.70,No central phone number detected.
Oefentherapie Bezuidenhout,http://www.oefentherapiebezuidenhout.nl,oefentherapiebezuidenhout.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/oefentherapiepraktijk-oefentherapie-bezuidenhout-den-haag-3004257,http://oefentherapiebezuidenhout.nl/contact,2595 HL Den Haag,0703857433,info@oefentherapiebezuidenhout.nl,1.00,
Oefentherapie Den Haag,http://www.oefentherapiedenhaag.nl,oefentherapiedenhaag.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/oefentherapiepraktijk-oefentherapie-den-haag-den-haag-3003699,http://oefentherapiedenhaag.nl,2522 AS,+31703990460,info@oefentherapiedenhaag.nl,1.00,
"Oerkracht Toegewijde Verloskunde, locatie Scheveningen",https://www.oerkrachtverloskundige.nl/,oerkrachtverloskundige.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/verloskundepraktijk-oerkracht-toegewijde-verloskunde-locatie-scheveningen-den-haag-10013686,https://oerkrachtverloskundige.nl,2712 BD Zoetermeer,+31628912424,info@oerkrachtverloskundige.nl,1.00,
OneDayClinic Den Haag,https://onedayclinic.nl,onedayclinic.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/zorgaanbieder-overig-onedayclinic-den-haag-den-haag-10025834,https://onedayclinic.nl,"Spuistraat 239, 1012 VP Amsterdam",0850703483,contact@onedayclinic.nl,1.00,
Onze Zorg,www.onzezorgbv.nl,onzezorgbv.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-onze-zorg-den-haag-10082522,https://onzezorgbv.nl/contact.html,,+31646322277,info@onzezorgbv.nl,0.60,No postal address detected.
Optima Cura,http://www.optima-cura.nl,optima-cura.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-optima-cura-den-haag-3054579,,,,,0.00,No HTML pages were fetched.
Origo Oefentherapeuten,http://www.origo-oefentherapeuten.nl,origo-oefentherapeuten.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/oefentherapiepraktijk-origo-oefentherapeuten-den-haag-3004057,http://origo-oefentherapeuten.nl,Mensendieck Traviatastraat 23 2555 VG Den Haag,0703681689,info@origo-oefentherapeuten.nl,1.00,
Orthodontiepraktijk R.P.S. The,http://the.eu,the.eu,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/orthodontiepraktijk-orthodontiepraktijk-r-p-s-the-den-haag-132837,http://the.eu/contact_route.html,Adres (zie ook plattegrond onderaan): Statenlaan 92 2582 GT 's-Gravenhage,+310703506925,,0.70,No central email address detected.
Orthodontiepraktijk Transvaal,http://www.orthotransvaal.nl,orthotransvaal.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/orthodontiepraktijk-orthodontiepraktijk-transvaal-den-haag-3054423,,,,,0.00,No HTML pages were fetched.
Orthodontistenpraktijk Beckmann,http://www.ortho-beckmann.nl,ortho-beckmann.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/orthodontiepraktijk-orthodontistenpraktijk-beckmann-den-haag-3049873,http://ortho-beckmann.nl,Frambozenstraat 86 2564 XN Den Haag,,info@ortho-beckmann.nl,0.70,No central phone number detected.
Osteopathie de Ridder,https://www.osteopathiederidder.nl,osteopathiederidder.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-osteopathie-de-ridder-den-haag-10007734,https://www.osteopathiederidder.nl/contact-en-route/,Van Diemenstraat 202 unit 1.3 2518 VH Den Haag,,info@osteopathiederidder.nl,0.70,No central phone number detected.
"Osteopathie Posthuma, locatie Den Haag",http://www.osteopathie-posthuma.nl,osteopathie-posthuma.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-osteopathie-posthuma-locatie-den-haag-den-haag-3042323,http://osteopathie-posthuma.nl/Contact-intakeformulier.html,2583 DL âs Gravenhage,,,0.40,No central phone number detected. | No central email address detected.
"Pagro, orthopedagogische, psychologische praktijk voor Den Haag en omstreken",http://www.pagro.nl,pagro.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/psychologiepraktijk-en-psychotherapiepraktijk-pagro-orthopedagogische-psychologische-praktijk-voor-den-haag-en-omstreken-den-haag-3057494,,,,,0.00,No HTML pages were fetched.
"PanterGroep, locatie Den Haag",http://www.pantergroep.nl,pantergroep.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/arbo-en-reintegratiebedrijf-pantergroep-locatie-den-haag-den-haag-3047470,,,,,0.00,No HTML pages were fetched.
Papatya Thuiszorg,http://papatyathuiszorg.nl/,papatyathuiszorg.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/wijkverpleging-papatya-thuiszorg-den-haag-10014950,http://papatyathuiszorg.nl/contact,2531 HJ,,,0.40,No central phone number detected. | No central email address detected.
"Paramedische Zorg Nederland, locatie Logopedie Den Haag",https://www.pmznederland.nl/,pmznederland.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/logopediepraktijk-paramedische-zorg-nederland-locatie-logopedie-den-haag-den-haag-10020067,,,,,0.00,No HTML pages were fetched.
Parkinson2Move,http://parkinson2move.nl/,parkinson2move.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/fysiotherapiepraktijk-parkinson2move-den-haag-10010707,http://parkinson2move.nl/contact.php,Beukema Treilerweg 34 2583 DC Den Haag Telefoon,,contact@parkinson2move.nl,0.70,No central phone number detected.
Pedicure Marianne,https://www.pedicuremarianne.nl,pedicuremarianne.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-pedicure-marianne-den-haag-10060564,,,,,0.00,No HTML pages were fetched.
Pedicure Praktijk Paschasia,https://www.pedicurepashasia.nl,pedicurepashasia.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-pedicure-praktijk-paschasia-den-haag-10066064,,,,,0.00,No HTML pages were fetched.
Pedicure Praktijk Voetcomfort,https://www.voetcomfortdenhaag.nl,voetcomfortdenhaag.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-pedicure-praktijk-voetcomfort-den-haag-10039144,https://voetcomfortdenhaag.nl/contact/,Hans Lodeizenstraat 30 2548EM Den Haag,,info@voetcomfortdenhaag.nl,0.70,No central phone number detected.
Pedicuresalon Hester,https://www.voetzorghaaglanden.nl,voetzorghaaglanden.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-pedicuresalon-hester-den-haag-10041894,https://voetzorghaaglanden.nl,"Guntersteinweg 377 Den Haag, 2531 KA",+31610311379,,0.70,No central email address detected.
Pedicure van Velse,https://www.pedicurevanvelse.nl,pedicurevanvelse.nl,ZorgkaartNederland,https://www.zorgkaartnederland.nl/zorginstelling/medisch-pedicurepraktijk-pedicure-van-velse-den-haag-10044184,https://pedicurevanvelse.nl,,,info@pedicurevanvelse.nl,0.30,No postal address detected. | No central phone number detected.
